sentence,review
بالآخر تیری مصروفیت کے پیش نظریہ تہہ ہوا کے اب تجھے یاد نہ کیا جائے ,neutral
پھلا ٹیسٹ پاکستان اسڑیلیا کے خلاف ٹاس جیت کربیٹنگ کافیصله خضربلوچ,positive
 تو کٹڑ مسلمان بن جا بھائی,positive
خواجہ عمران نذیر نے مریضوں سے علاج معالجے کی سہولتوں سے متعلق دریافت کیا ,positive
وہ جو بیچتے تھے دوائے دل،،، وہ دکان اپنی بڑھا گئے ۔ شاہراہ دستور سے عوامی تحریک کے کارکنوں کی واپسی،، سی ڈی اے نے صفائی مہم شروع کردی,positive
لاہوریوں نے اجتماع عام کے لیے دل کے دروزے کھول دیے ۔ ڈونرز کانفرنس میں ڈیڑھ کروڑ سے زائد رقم جمع کروا دی,positive
 عیش کرو۔۔کم پڑجائے تو بکرے کا سر بھی ہے ,positive
 ابھی تو پارٹی شروع ہوئی ہے ,positive
 سائن آوٹ کرو اور کوئی اچھی سی کتاب پڑھو۔آپ زیادہ آوٹنگ نہیں کرتے شائد۔ ٹویٹر سے باھر بھی نکلا کرو ۔,positive
جس عہد میں لٹ جائے فقیروں کی کمائی ۔۔۔اس دور کے سلطاں سے کو ئی بھول ہو ئ ہے ۔۔۔ ,positive
عوامی تحریک کے رہنماء کی کارکنوں کو آبائی علاقوں میں جا کر بلدیاتی انتخابات کی تیاری کرنے کی ہدایت,negative
ایک کڑوڑ ستر لاکھ معذور افراد کو معاشرے نے بلکل دھتکارا ہوا ہے ۔۔۔۔۔بہت افسوس کی بات ہے ,positive
ہر کچھ عرصے بعد انقلاب کے نام پر یہ ناٹک اس خوف کے پیش نظر رچایا جاتا ہے کہ عوام کہیں حقیقی انقلاب کے لئے ہی کھڑے نہ ہو جائیں ۔,negative
حضرت عمرؓ کی شان زاہدانہ ,negative
 استعفیٰ کی بعد تو ہم پارلیمنٹ سے ہی باہر ہو جائیں گے قادری کی طرح ہمیں شرپسند عناصر کہا جائے گا,positive
اس کی خاطر ھم نے اس کو چھوڑ دیا,negative
فقیر وہ ہے جو اپنی غلطیوں پر اپنا احتساب کرے اور دوسروں کی اچھائیوں پر نظر ؟؟کھے نا کے دوسروں کو گالیاں دے اور خود کو فرشتہ سمجھے ,negative
عوامی تحریک کے سربراہ ڈاکٹر طاہر القادری کا واپس کینیڈا جانے کا فیصلہ ,positive
نواز شریف کی بھارت کے بعد اسرائیل کو خوش کرنے کی کوشش حکومت کی ناک کے عین نیچے اسرائیلی اسٹال ,positive
’’وہ‘‘چلاجائے ،’’ہم‘‘ آجائیں ،دھرنے والوں کیلئے یہی تبدیلی ہے ،حاصل بزنجو ,positive
 سوشل میڈیا پہ تو ہر کوئی کچھ بھی کہہ لیتا ھے اگر آپ احمدیوں کے لئے پرنٹ یا الیکٹرونک میڈیا پہ آواز اٹھائو تو بات اے ,negative
فقیری اچھی پروہ جوآپ کولوگوں سے بے نیاز کردے نا کے وہ فقیری جس میں آپ لوگوں کی نیاز کے ہوں محتاج اور ہاتھ پھیلاتے پھریں سب کے سامنے ,positive
هم اپنے حصے کا پاکستان ساتھ لائے ، پهلے پاکستان بنایا پهر یهاں آئے ، خواجه اظهار ایم کیو ایم ,negative
گوجرہ میں قتل اور ڈکیتی کے گرفتار ملزمان کی نشاندہی پر اسلحہ برآمدپولیس نے قتل اور ڈکیتی کے گرفتار ملزمان کی۔۔۔ ,positive
گو نواز گوگو قادری گوگو شہباز گوگو ذرداری گوگو بلاول گوگو ۔۔۔,negative
ایم کیو ایم کا ملک گیر یوم سیاہ۔۔۔۔,negative
 لگتا ھے مونس الٰہی کو قادری صاحب نے خصوصی دعا سے نواز دیا ھے ۔ ۔ :),negative
لاہور: چھاپہ مار ٹیم نے موقع سے مردار گوشت ھی برآمد کرلیا۔ عائشہ ممتاز ,positive
خدا کے لیے کوئی کینڈی کرش ساگا گیم کھیلنے کے لئے جو لوگ مجھ کو انوائیٹ کرتے ہیں ان سے جان چھڑوائے خدا لئے ۔۔۔ ,negative
ساحر لدھانیوی ، عصمت چغتائی ، راجندر سنگھ بیدی ، علی سردار جعفری اور دیگر ترقی پسند ادیب ساحل سمندر پر اکٹھے ہیں ۔۔۔ ,positive
کیاعمران خان صرف ٹوئٹر اور فیس بک پہ وزیر اعظم بن سکتا ہے ؟,positive
تھرپارکر میں 21 دنوں میں 22 بچے غذائی قلت سے جاں بحق، سندھ حکومت غافل ,negative
بھائی کیا کہیں چاہ ہی ختم ہو گئی ہے ۔,negative
لاہور: میٹروبس پر ۳۰ ارب خرچ ہوئے ۔,negative
میں تحریک انصاف اور عوامی تحریک کے کارکنوں سے کہتا ہوں کہ اگر ہم سے کوئی سے کوئی بھی پیچھے ہٹے اسے چھوڑدینا، اگر ۔۔۔ ,positive
عوامی ٹیکسوں سے حاصل ہونے والا پیسہ سیاسی مقاصد کے لئے استعمال نہیں کیا جاسکتا : لاہور ہائیکورٹ,negative
دولت واقعی آزمائش ھے ۔ اساتذہ اور تحقیق کرنے والوں کیلئے ھمارا بجٹ صرف 10 ھزار ھوتا ھے جبکہ ساوں ڈ سسٹم والے ڈی جے کیلئے ستائیس لاکھ :)انصاف,positive
جب تک ذندہ ہوں یہیں بیٹھوں :پاکستان خان وطن کی مٹی مجھے ایڑیاں رگڑنے دے مجھے یقین ہے کہ چشمہ یہیں سے نکلے گا ,negative
ﺍﮮ ﺁﺭ ﻭﺍﺋﯽ ﺩﯾﮑﮫ ﮐﺮ ﻣﯿﺮﮮ ﭘﺎﭘﺎ ﮐﻮ ﻣﺮﮔﯽ ﮐﮯﺩﻭﺭﮮ ﭘﮍﺗﮯ ﺗﮭﮯ ﻣﺒﺸﺮﻟﻘﻤﺎﻥ ﮐﻮ ﺩﯾﮑﮫ ﮐﺮ-- ﺣﻤﺰﮦﮐﻮ ﻟﻘﻮﮦ ﮨﻮ ﺟﺎﺗﺎ ﮨﮯ-- ﻣﺮﯾﻢﮔﻠﻮ ﺑﭩﻨﯽ,positive
تمہارے پاؤں میں رکھ دی ہے شاعری اپنیکسی کو کون یوں اپنی کمائی دیتا ہے ,negative
 اللہ آپ کا بھلا کرے ۔ یہی حضرت ہیں ۔آج بھی اسی حلیے میں تھے ۔ یہ فیصلہ کرنامشکل تھاکہ بدبوکامرکزکچراتھایا ان صاحب کے کپڑے ,positive
کیا کوئی دوست پاکستان کے ٹیسٹ میچ کے بارے میں بتا سکتا هے ۔ ساتھ ٹائم لازم لکھنا,negative
بریکنگ :- کراچی:ملزم سلیم کو پولیس گرفتارنہیں کرسکی،پولیس ذرائع,positive
 طریقه تو غلط هے اوربدعت هے مگر طلاق پڑتی هے ,negative
کھجور اور بلغم : بلغمی مزاج کے لوگ اگر دن میں پانچ کھجوریں کھائیں تو بلغم ختم ہوجاتی ہے ۔,negative
دنیا گول هے چندے سے چندے تک کا سفر۔۔۔۔چندے سے انقلاب,positive
اللہ جانے وے ماہی تیرا پیار کی اے دل دی اوداسی نی جاندی ,positive
محرم الحرام کا چاند نظر آ گیا، یوم عاشورہ چار نومبر کو ہوگا,positive
: ایم کیو ایم کو منانے کی کوئی کوشش نہیں کی،رحمان ملک گویا اس بار خود ہی ذلیل ہو کہ واپس آ جاویں گے جیسے طاھر کینیڈوی ذلیل و رسوا ہو کہ آ گئے ,positive
افسوس صد افسوس 6 ماہ کا ایان بھی چل بسا ,positive
خاتو ن جج کو کمرہ عدالت میں کرکٹ سیکھنی پڑگئی ,negative
سلیکٹرز ۔۔۔ یونس خان کی جانب سے ایک اور سینچری ,positive
ظلم آ سدھو سانوو ,positive
 کبھی کبھی یوز کرتا ھوں ,negative
ہ نئی احتیاط دیکھی ہے آئینے سے حجاب کرتے ہوایک دن نہ عدم جو پی تو کیاروز شغل شراب کرتے ہوعبدالحمید عدم,positive
 اپنے باپ شوبازشریف کو بول پہلے وہ پنجاب کو بچالے اور تو اپنی بجلی پر توجہ دے ۔ ماما نا بن خیبر پختونخواہ کا۔جعلی معزز بهڑوے سالے ,negative
اسلام آباد میں محرم الحرام کا چاند نظر آ گیا۔ نیا اسلامی سال مبارک ہو۔ ہم سب کے لیے برکت اور آسانی کا باعث بنے ۔آ مین,negative
دانستہ چھوڑ جاؤں گا میدان ، اور تُمہارے ہوئے رہو گے ، اگر جیت بھی گئے ,positive
افغانستان: آخری امریکی اور برطانوی دستوں کا آپریشن ختم کرنے کا فیصلہ ,positive
ﻣﺮﯾﻢ ﻧﻮﺍﺯﮐﯽ ﯾﻮﺗﮫ ﻟﻮﻥ ﺍﺳﮑﯿﻢ ﮐﯽ ﭼﯿﺮﭘﺮﺳﻦ ﺗﻌﯿﻨﺎﺗﯽ ﮐﮯﺧﻼﻑ ﺩﺭﺧﻮﺍﺳﺖ ﮐﯽ ﮨﺎﺋﯿﮑﻮﺭﭦ ﻣﯿﮟ ﺳﻤﺎﻋﺖ ﺍﺩﺍﺭﮮﮐﯽ ﺗﺸﮑﯿﻞ،ﭼﯿﺮﭘﺮﺳﻦ ﮐﯽ ﺗﻘﺮﺭﯼ ﮐﮯﻃﺮﯾﻘﮧ ﮐﺎﺭﺍﻭﺭﺩﯾﮕﺮﮐﺎﺭ۔۔,positive
اس عمر کے مرتبے کا میں کیا تذکرہ کرسکتا ہوں کہ جس کے ہونٹوں سے نکلے الفاظ کو خدا قرآن بنا کر اتار دیتا ہے ۔سیدنا عمر فاروق رضی اللہ عنہ,negative
صرف 16 فیصد کے بل زیادہ آئے ،انھوں نے بجلی زیادہ استعمال کی، خواجہ آصف,positive
اج بهت سے لوگو کو طاهر القادری کا فیصله سمج نهی ایا، کل پهر انهی لوگو کا کهنا هو گا طاهر القادری ڻهیک کهتے تهے ۔,negative
کراچی :این ای ڈی یونیورسٹی میں ایڈمیشن کیلئے انٹری ٹیسٹ کا اعلان ہو گیا۔ ,positive
پہلے دو تین گھونٹ کے بعد چائے بس گرم میٹھا پانی ہی رہ جاتی ہے ,positive
 جزاک اللہ میں اسی کے انتظار میں ابھی تک سویا نہیں ,negative
ڈانس ڈائریکٹر پپو سمراٹ نے اپنے کام کا مظاہرہ کیا ,positive
تمام مسلمانوں کو نیا اسلامی سال مبارک ۔۔۔شہادت امیر المومنین سیدنا فاروق اعظم علیہ السلام اور سیدنا حسین علیہ السلام پر ہدیہ تعزیت,positive
رسول ﷲ ﷺ نے فرمایا: خبردار کبھی بالارادہ نماز نہ چھوڑنا، کیونکہ جس نے دیدہ و دانستہ اور عمداً نماز چھوڑدی تو اللہ کا ذمہ اس سے بری ہے (ابن ماج),positive
"تحریک انصاف استعفوں کے موقف پر قائم ہے ،نظام کی تبدیلی چاہتے ہیں ،شیریں مزاری""",positive
مذہب کی چادر میں بدنما داغ ہیں ۔ ان بدنما داغوں کو دیکھنے کے لیے عقیدت کی عینک کو اتارنا پڑتا ہے ۔ ہم اکثر سمجھتے ۔۔۔ ,positive
 چندے سے انقلاب لانے سے بہتر ہے کے ہم کسی مستحق کی امداد کریں اور اسکی زندگی کو خوشحال کر دیں -,negative
لگتا ہے آسٹریلیا کی ٹیم بہت برا پرفارم کر رہی ہے ۔ ہماری حالت تو جوں کی توں ہے ,positive
حضرت آسیہ رضی اللہ تعالٰی عنہا نے اپنا ایمان اپنے شوہر فرعون سے چھپایا تھا، جب فرعون کو اس کا پتہ چلا تو اس نے ۔۔۔ ,negative
ڈاکٹر طارق سلیم کو امیر ضلع گجرات منتخب ہو گئے ,positive
آپ میں سے وہ جنہوں نے جنرل ضیاع ال یک کا دور دیکھا ہے ، جان سکتے ہیں کہ ہم لوگ کس کرب سے گزرے ہوں گے پچھلی دو ٹویٹس ملاحظہ ہوں ,positive
لاہور: جانوروں کا گوشت بھی قبضہ میں لے لیا گیا۔ ,negative
 چندے سے انقلاب انقلاب تو بهاگنا ہی تها جہاز سے کنٹینر سے جہاز ا,negative
مذہبی امور کے وزیر سردار محمد یوسف اور رکن قومی اسمبلی محمد صفدر نے اسلام آباد میں وزیر اعظم محمد نواز شریف سے ملاقات کی,negative
لاہور: عوام نے مینڈیٹ دیا ہے دھرنوں سے فرق نہیں پڑتا۔ صوبائی وزیر قانون ,positive
پاکستان کی قومی کرکٹ ٹیم کے سابق کپتان شعیب ملک کا باوٴلنگ ایکشن بھی مشکوک قرار دے دیا گیا، روزنامہ اُردو پوائنٹ,positive
 بھارتی مقبوضہ کشمیر میں بین الاقوامی مبصر کی تعیناتی خطے میں پائیدار امن کیلئے ناگزیر ہے ,negative
 نئ گیند,positive
اسکاٹ لینڈ کے لوگوں کو ریفرنڈم کا حق دیا جا سکتا ہے تو کشمیر یوں کوکیوں نہیں ، مختلف ممالک میں بیٹھے ہمارے سفارت کاران معاملات پر کام نہیں کر رہے ،اویس لغاری,positive
آسٹریلوی ماہرین کا طبی میدان میں اہم کارنامہ ، مردہ دل کی کامیاب پیوند کاری ,positive
 رانا مشہود نہیں رانا مشکوک,positive
سبزے کو جب کہیں جگہ نہ ملی بن گیا روئے آب پر کائی ۔۔ غالب,negative
"پاکستان میں "" تعلیم"" کہاں ؟؟ ",positive
" 45 سے پیپلز پارٹی ایک ھی نعرہ لگا کرحکومت میں آتی رھی اورمکرتی رھی۔ کیاپوچھاکبھی کسی نے کہ کدھرھے روٹی, کپڑا اورمکان۔",negative
بجلی کی قیمتوں میں 52پیسے فی یونٹ اضافے کا امکان ,negative
ٹویٹر معاشرے کی تباہی اور تمام برائیوں کی جڑ ہے ، سعودی مفتی اعظم,negative
ﺁﺧﺮﯼ ﻓﺘﺢ ﺧﺎﻣﻮﺷﯽ ﮐﯽ ﮨﻮﺋﯽ ۔۔ﺍﻭﺭ ﺁﻭﺍﺯ ، ﻓﻨﺎ ﮨﻮ ﮔﺌﯽ ۔۔۔,negative
بلدیاتی الیکشن کرانے کو تیار ہیں ، الیکشن کمیشن اجازت دے via ,positive
مجھے سیدنا عمر فاروق رضی اللہ عنہ سے محبت اس وجہ سے بھی ہے کہ میں نے دیکھا کہ آدھی دنیا کا حکمران سر کے نیچے اینٹ رکھے درخت کے سائے تلے سویاہے ,positive
 آپ کہاں سے ہو بھیا کینیڈا سے یا شوکت خانم ہسپتال میں پیدا ہوئے تھے ؟ چندے سے انقلاب,positive
اووووووئے پاکستانیوں دس بیس روپے چندہ دو مجھے ، تمہارے لئے دھرنے دے رہا ہوں ! اگر آ نہیں سکتے ، چندہ تو دے سکتے ہو ناں !!!!چندے سے انقلاب,negative
لوگوں پر ایک ایسا زمانہ آنے والا ہے کہ جس میں آدمی کو پرواہ نہیں ہوگی کہ جو وہ لے رہا ہے آیا کہ حلال ہے یا حرام(صحیح بخاری),positive
فرانس: اب ڈرونز بھی ریس لگاتے نظر آئیں گے : پیرس۔۔۔۔۔۔۔۔کار ریسنگ اور بائیک ریسنگ ماضی کا قصہ ہوگئی ہیں کیونکہ۔۔۔ ,negative
 اعصاب شکن میچ میں کپتان ایسی ہی غلطیاں کرتا ہے ۔ عمران خان,positive
® مریم نواز کی بحیثیت چیئرپرسن یوتھ لون اسکیم تقرری پر وفاقی حکومت سے جواب طلب ہائی کورٹ نے وفاقی حکومت سے وزیر ۔۔۔ ,negative
